name,address,zip,city,state,paid id,longitude,latitude,neighborhood,regionid
Starving Veterans Moving CO,1875 South Santa Cruz Street Anaheim CA 92805-6726,92805-6726,Anaheim,CA,,-117.896259,33.800242,Southeast,275470
Storage West Self Storage,1628 S Anaheim Way Anaheim CA 92840,92840,Anaheim,CA,,-117.904884,33.806259,Southeast,275470
Imperial Beach Self Storage,901 S Beach Boulevard Anaheim CA 92804-3982,92804-3982,Anaheim,CA,,-117.993399,33.819,Southwest,275496
Madison Squares Self Storage,2845 West Lincoln Avenue Anaheim CA 92801-6212,92801-6212,Anaheim,CA,,-117.986853,33.8322,Southwest,275496
Closet & Storage Concepts,730 East Debra Lane Anaheim CA 92805-6317,92805-6317,Anaheim,CA,,-117.901562,33.8134,Southwest,275496
All Aboard Mini Storage,155 South Adams Street Anaheim CA 92802-1001,92802-1001,Anaheim,CA,,-117.932052,33.830667,Southwest,275496
A-1 Self Storage,3535 W Ball Road Anaheim CA 92804-3605,92804-3605,Anaheim,CA,,-118.011969,33.8172,Southwest,275496
Vault Self Storage - Anaheim,10711 S Brookhurst St Anaheim CA 92804,92804,Anaheim,CA,67598,-117.958909,33.807909,Southwest,275496
Katella R V Storage,8300 Katella Avenue Stanton CA 90680-3213,90680-3213,Stanton,CA,,-117.987966,33.802979,Southwest,275496
Mini Public Storage,11342 Western Avenue Stanton CA 90680-2913,90680-2913,Stanton,CA,,-118.001694,33.798267,Southwest,275496
Storage Etc,10850 Beach Boulevard Stanton CA 90680-3004,90680-3004,Stanton,CA,64403,-117.992999,33.8047,Southwest,275496
Starving Veterans Moving CO,2125 South Manchester Avenue Anaheim CA 92802-4401,92802-4401,Anaheim,CA,,-117.896233,33.796536,Southwest,275496
Starving Veterans Moving CO,1875 South Santa Cruz Street Anaheim CA 92805-6726,92805-6726,Anaheim,CA,,-117.896259,33.800242,Southwest,275496
Anaheim Mini Storage,1761 West Katella Avenue Anaheim CA 92804-6154,92804-6154,Anaheim,CA,69795,-117.944344,33.8032,Southwest,275496
Storage West Self Storage,1628 S Anaheim Way Anaheim CA 92840,92840,Anaheim,CA,,-117.904884,33.806259,Southwest,275496
All Aboard Mini Storage,10741 Dale Avenue Stanton CA 90680-2604,90680-2604,Stanton,CA,,-117.984499,33.806358,Southwest,275496
Us Storage Centers,10881 Dale Avenue Stanton CA 90680-2721,90680-2721,Stanton,CA,28510,-117.984499,33.804891,Southwest,275496
Storage Etc - Stanton,10850 Beach Blvd Stanton CA 90680,90680,Stanton,CA,64403,-117.992025,33.804516,Southwest,275496
US Storage Centers -Stanton,10881 Dale Ave Stanton CA 90680,90680,Stanton,CA,28510,-117.984666,33.804909,Southwest,275496
Instorage Stanton,11236 Western Ave Stanton CA 90680,90680,Stanton,CA,68261,-118.00073,33.799655,Southwest,275496
All Aboard Mini Storage,155 South Adams Street Anaheim CA 92802-1001,92802-1001,Anaheim,CA,,-117.932052,33.830667,The Colony,275695
Momentum Textiles Inc.,17801 Fitch Irvine CA 92614-6001,92614-6001,Irvine,CA,,-117.860881,33.693345,Business District,273096
Cerritos Storage Irvine,16242 West Construction Circle Irvine CA 92606,92606,Irvine,CA,68333,-117.821035,33.696626,Business District,273096
Mini U Storage,3125 Warner Avenue Irvine CA 92606-8936,92606-8936,Irvine,CA,,-117.816722,33.696675,Business District,273096
Penn Van & Storage,3210 S Standard Ave Santa Ana CA 92705-5630,92705-5630,Santa Ana,CA,,-117.8584,33.704241,Business District,273096
Stor-America Management,2082 Michelson Drive Irvine CA 92612-1212,92612-1212,Irvine,CA,,-117.858441,33.676903,Business District,273096
Beverly Hills Transfer & Storage Co,2481 Alton Irvine CA 92606,92606,Irvine,CA,,-117.83462,33.691048,Business District,273096
Lido Van & Storage Co Inc,2200 Alton Parkway Irvine CA 92606-5000,92606-5000,Irvine,CA,,-117.838699,33.6931,Business District,273096
Storage Concepts Inc,2652 McGaw Avenue Irvine CA 92614-5840,92614-5840,Irvine,CA,,-117.836423,33.686782,Business District,273096
Storage West Self Storage,2892 Kelvin Avenue Irvine CA 92614-5826,92614-5826,Irvine,CA,,-117.835058,33.682222,Business District,273096
Irvine Self Storage,2960 Main St Irvine CA 92614,92614,Irvine,CA,64114,-117.83611,33.679195,Business District,273096
Boxt Containers,1 Mann St Irvine CA 92612-2747,92612-2747,Irvine,CA,,-117.823049,33.66063,Business District,273096
Magellan Self Storage Irvine-Lake Forest,10025 Muirlands Blvd Irvine CA 92618-2510,92618-2510,Irvine,CA,,-117.715499,33.639286,East Industrial Complex,273552
Lake Forest Self Storage,22535 Aspan Street Lake Forest CA 92630-1768,92630-1768,Lake Forest,CA,,-117.714328,33.634557,East Industrial Complex,273552
A Low Cost Self Storage - Irvine,1 Burroughs Irvine CA 92618-2804,92618-2804,Irvine,CA,,-117.718599,33.6366,East Industrial Complex,273552
Bekins Moving & Storage - Irvine,21 Morgan Irvine CA 92618-2005,92618-2005,Irvine,CA,,-117.711,33.650704,East Industrial Complex,273552
Mini U Storage,1 Burroughs Irvine CA 92618-2804,92618-2804,Irvine,CA,,-117.718619,33.63667,East Industrial Complex,273552
Baker Ranch Rv Storage,25690 Baffin Bay Drive Lake Forest CA 92630-8829,92630-8829,Lake Forest,CA,,-117.681515,33.666953,El Toro Marine Air Station,273622
Baker Ranch RV Storage,25690 Baffin Bay Dr Lake Forest CA 92691,92691,Lake Forest,CA,,-117.681518,33.666954,El Toro Marine Air Station,273622
SmartStop - Lake Forest,25650 Baffin Bay Dr Lake Forest CA 92630,92630,Lake Forest,CA,28550,-117.682061,33.668531,El Toro Marine Air Station,273622
Mini U Storage,6401 Oak Canyon Irvine CA 92618-5202,92618-5202,Irvine,CA,,-117.765775,33.675655,Irvine Health And Science Complex,274108
Value Outsourcing,5 Pasteur Irvine CA 92618-3804,92618-3804,Irvine,CA,,-117.764548,33.654464,Irvine Health And Science Complex,274108
Irvine Rv Storage,6653 Barranca Parkway Irvine CA 92618-3113,92618-3113,Irvine,CA,,-117.768689,33.663095,Irvine Health And Science Complex,274108
Mini U Storage,15875 Laguna Canyon Road Irvine CA 92618-3104,92618-3104,Irvine,CA,,-117.766043,33.662655,Irvine Health And Science Complex,274108
Mini U Storage,66 Tesla Irvine CA 92618-4603,92618-4603,Irvine,CA,,-117.737941,33.63282,Irvine Health And Science Complex,274108
Mini U Storage,3289 El Camino Real Irvine CA 92602-1310,92602-1310,Irvine,CA,,-117.788799,33.7199,Lower Peters Canyon,274371
Mini U Storage,6401 Oak Canyon Irvine CA 92618-5202,92618-5202,Irvine,CA,,-117.765775,33.675655,Oak Creek,274828
Woodbridge Self Storage,5020 Barranca Pkwy Irvine CA 92604,92604,Irvine,CA,64115,-117.791596,33.674269,Oak Creek,274828
Irvine Rv Storage,6653 Barranca Parkway Irvine CA 92618-3113,92618-3113,Irvine,CA,,-117.768689,33.663095,Oak Creek,274828
Mini U Storage,15875 Laguna Canyon Road Irvine CA 92618-3104,92618-3104,Irvine,CA,,-117.766043,33.662655,Oak Creek,274828
Value Outsourcing,5 Pasteur Irvine CA 92618-3804,92618-3804,Irvine,CA,,-117.764548,33.654464,Quail Hill,275111
Better Self Storage,2340 West 1st Street Santa Ana CA 92703-3508,92703-3508,Santa Ana,CA,,-117.899725,33.7453,Casa Bonita,268049
Boxt Containers,1 Mann St Irvine CA 92612-2747,92612-2747,Irvine,CA,,-117.823049,33.66063,Rancho San Joaquin,275129
Mini U Storage,6401 Oak Canyon Irvine CA 92618-5202,92618-5202,Irvine,CA,,-117.765775,33.675655,Spectrum,276581
Boxt Containers,1 Mann St Irvine CA 92612-2747,92612-2747,Irvine,CA,,-117.823049,33.66063,University Park,275824
Mini U Storage,3289 El Camino Real Irvine CA 92602-1310,92602-1310,Irvine,CA,,-117.788799,33.7199,Walnut Village,275916
Cerritos Storage Irvine,16242 West Construction Circle Irvine CA 92606,92606,Irvine,CA,68333,-117.821035,33.696626,West Park,275979
Mini U Storage,3125 Warner Avenue Irvine CA 92606-8936,92606-8936,Irvine,CA,,-117.816722,33.696675,West Park,275979
Beverly Hills Transfer & Storage Co,2481 Alton Irvine CA 92606,92606,Irvine,CA,,-117.83462,33.691048,West Park,275979
Storage Concepts Inc,2652 McGaw Avenue Irvine CA 92614-5840,92614-5840,Irvine,CA,,-117.836423,33.686782,West Park,275979
Storage West Self Storage,2892 Kelvin Avenue Irvine CA 92614-5826,92614-5826,Irvine,CA,,-117.835058,33.682222,West Park,275979
Irvine Self Storage,2960 Main St Irvine CA 92614,92614,Irvine,CA,64114,-117.83611,33.679195,West Park,275979
Woodbridge Self Storage,5020 Barranca Pkwy Irvine CA 92604,92604,Irvine,CA,64115,-117.791596,33.674269,Woodbridge,276119
Better Self Storage,2340 West 1st Street Santa Ana CA 92703-3508,92703-3508,Santa Ana,CA,,-117.899725,33.7453,Artesia Pilar,268007
Santa Ana Mini Storage,401 North Fairview Street Santa Ana CA 92703-3411,92703-3411,Santa Ana,CA,64943,-117.9051,33.747996,Artesia Pilar,268007
Orange County Self Storage,280 N Sullivan Street Santa Ana CA 92703-3416,92703-3416,Santa Ana,CA,69797,-117.902599,33.746837,Artesia Pilar,268007
Santa Ana Mini Storage,401 N Fairview St Santa Ana CA 92703,92703,Santa Ana,CA,64943,-117.90454,33.747701,Artesia Pilar,268007
All Aboard Mini Storage,1030 East 4th Street Santa Ana CA 92701-4751,92701-4751,Santa Ana,CA,,-117.856398,33.748,Lacy,268244
A-1 Self Storage,2555 S Main St Santa Ana CA 92707-3429,92707-3429,Santa Ana,CA,,-117.86801,33.711881,Delhi,276293
Extra Space Storage,511 S Grand Ave Santa Ana CA 92705,92705,Santa Ana,CA,68490,-117.850252,33.741353,Lyon Street,268268
Extra Space Storage,511 S Grand Ave Santa Ana CA 92705,92705,Santa Ana,CA,68490,-117.850136,33.741077,Lyon Street,268268
Mini U Storage,4200 Westminster Avenue Santa Ana CA 92703-1312,92703-1312,Santa Ana,CA,,-117.924516,33.7597,Riverview West,268441
Santa Storage,11284 Westminster Ave Garden Grove CA 92843-3654,92843-3654,Garden Grove,CA,63639,-117.93225,33.7597,Riverview West,268441
Santa Storage,11284 Westminster Ave Garden Grove CA 92843,92843,Garden Grove,CA,63639,-117.931879,33.75954,Riverview West,268441
One Stop Storage - Santa Ana,1401 N Harbor Blvd Santa Ana CA 92703,92703,Santa Ana,CA,65272,-117.920138,33.757095,Riverview West,268441
Storage Usa,340 S Flower Street Orange CA 92868-3417,92868-3417,Orange,CA,68577,-117.877225,33.783558,Northwest,268355
Extra Space Storage,340 S Flower St Orange CA 92868,92868,Orange,CA,68577,-117.87839,33.783065,Northwest,268355
Extra Space Storage,340 S Flower St Orange CA 92868,92868,Orange,CA,68577,-117.877419,33.783543,Northwest,268355
Riverside Self Service Storage,7200 Indiana Avenue Riverside CA 92504-4544,92504-4544,Riverside,CA,65246,-117.398739,33.93833,Casablanca,268051
Mary Street Self Storage,3248 Mary St Riverside CA 92506-4237,92506-4237,Riverside,CA,,-117.392302,33.940377,Casablanca,268051
U.Store.It,4011 Fairgrounds Street Riverside CA 92501,92501,Riverside,CA,63282,-117.36935,33.998651,Downtown,268119
U-Store-It Fairgrounds Street,4011 Fairgrounds Street Riverside CA 92501,92501,Riverside,CA,63282,-117.370105,33.999331,Downtown,268119
Sunrise Custom Storage,3084 10th Street Riverside CA 92507-4906,92507-4906,Riverside,CA,,-117.368786,33.976644,Downtown,268119
Riverside Extra Storage,2680 East La Cadena Drive Riverside CA 92507-2642,92507-2642,Riverside,CA,,-117.360486,33.989014,Downtown,268119
Burgess Moving & Storage,3300 Russell Street Riverside CA 92501-2253,92501-2253,Riverside,CA,,-117.360601,33.992702,Downtown,268119
U.Store.It,2020 Mt. Baldy Drive Riverside CA 92501,92501,Riverside,CA,63508,-117.371,33.9931,Downtown,268119
Sunrise Custom Storage,3084 10th Street Riverside CA 92507-4906,92507-4906,Riverside,CA,,-117.368786,33.976644,Eastside,268133
Storage Usa,2828 W 5th Street Santa Ana CA 92703-1824,92703-1824,Santa Ana,CA,63283,-117.907209,33.7489,Santa Anita,275300
U.Store.It,2828 W. 5th Street Santa Ana CA 92703,92703,Santa Ana,CA,63283,-117.907177,33.748919,Santa Anita,275300
One Stop Storage - Santa Ana,1401 N Harbor Blvd Santa Ana CA 92703,92703,Santa Ana,CA,65272,-117.920138,33.757095,Santa Anita,275300
U-Store-It West Fifth Street,2828 West Fifth Street Santa Ana CA 92703,92703,Santa Ana,CA,63283,-117.908007,33.748922,Santa Anita,275300
California High Performance Warehouse,3230 Motor Circle Riverside CA 92504-4149,92504-4149,Riverside,CA,,-117.414975,33.925602,Presidential Park,268417
Mini U Storage,7211 Arlington Ave. Riverside CA 92503-1509,92503-1509,Riverside,CA,,-117.451375,33.9459,Ramona,275126
California High Performance Warehouse,3230 Motor Circle Riverside CA 92504-4149,92504-4149,Riverside,CA,,-117.414975,33.925602,Ramona,275126
Santa Ana Mini Storage,401 North Fairview Street Santa Ana CA 92703-3411,92703-3411,Santa Ana,CA,64943,-117.9051,33.747996,Windsor Village North,268605
Storage Usa,2828 W 5th Street Santa Ana CA 92703-1824,92703-1824,Santa Ana,CA,63283,-117.907209,33.7489,Windsor Village North,268605
U.Store.It,2828 W. 5th Street Santa Ana CA 92703,92703,Santa Ana,CA,63283,-117.907177,33.748919,Windsor Village North,268605
U-Store-It West Fifth Street,2828 West Fifth Street Santa Ana CA 92703,92703,Santa Ana,CA,63283,-117.908007,33.748922,Windsor Village North,268605
Mini U Storage,7211 Arlington Ave. Riverside CA 92503-1509,92503-1509,Riverside,CA,,-117.451375,33.9459,Airport,267994
Riverside Extra Storage,6455 Van Buren Boulevard Riverside CA 92503-1511,92503-1511,Riverside,CA,,-117.453799,33.946783,Airport,267994
U.Store.It,7600 Arlington Avenue Riverside CA 92503,92503,Riverside,CA,63281,-117.457279,33.946112,Airport,267994
Mini U Storage,6667 Van Buren Blvd. Riverside CA 92503-1514,92503-1514,Riverside,CA,,-117.453899,33.9516,Airport,267994
Riverside Transfer & Storage,5887 Fremont Street Riverside CA 92504-1110,92504-1110,Riverside,CA,,-117.436099,33.964302,Airport,267994
Associated Van & Storage Co,5915 Fremont Street Riverside CA 92504-1112,92504-1112,Riverside,CA,,-117.436099,33.963958,Airport,267994
De Anza Self Storage,6625 Clay St Riverside CA 92509-6016,92509-6016,Riverside,CA,,-117.463671,33.967898,Airport,267994
Super Storage,6637 Van Buren Blvd Riverside CA 92503,92503,Riverside,CA,64446,-117.453967,33.951171,Airport,267994
Riverside Extra Storage,6455 Van Buren Boulevard Riverside CA 92503-1511,92503-1511,Riverside,CA,,-117.453799,33.946783,Arlanza,113507
U.Store.It,7600 Arlington Avenue Riverside CA 92503,92503,Riverside,CA,63281,-117.457279,33.946112,Arlanza,113507
Arlington Self Storage,9660 Arlington Ave Riverside CA 92503,92503,Riverside,CA,64140,-117.471311,33.945704,Arlanza,113507
U-Store-It Arlington Avenue,7600 Arlington Avenue Riverside CA 92503,92503,Riverside,CA,63281,-117.456135,33.945811,Arlanza,113507
Mini U Storage,6667 Van Buren Blvd. Riverside CA 92503-1514,92503-1514,Riverside,CA,,-117.453899,33.9516,Arlanza,113507
Super Storage,6637 Van Buren Blvd Riverside CA 92503,92503,Riverside,CA,64446,-117.453967,33.951171,Arlanza,113507
Van Buren Self Storage,3167 Van Buren Boulevard Riverside CA 92503-5658,92503-5658,Riverside,CA,,-117.43886,33.911004,Arlington,113509
Tyler Mall Mini Storage,10090 Indiana Avenue Riverside CA 92503-5413,92503-5413,Riverside,CA,70116,-117.452352,33.907877,Arlington Heights,272792
Van Buren Self Storage,3167 Van Buren Boulevard Riverside CA 92503-5658,92503-5658,Riverside,CA,,-117.43886,33.911004,Arlington Heights,272792
California High Performance Warehouse,3230 Motor Circle Riverside CA 92504-4149,92504-4149,Riverside,CA,,-117.414975,33.925602,Arlington Heights,272792
Tyler Self Storage,10335 Indiana Avenue Riverside CA 92503-5229,92503-5229,Riverside,CA,,-117.456158,33.904226,Arlington South,268003
Tyler Mall Mini Storage,10090 Indiana Avenue Riverside CA 92503-5413,92503-5413,Riverside,CA,70116,-117.452352,33.907877,Arlington South,268003
Van Buren Self Storage,3167 Van Buren Boulevard Riverside CA 92503-5658,92503-5658,Riverside,CA,,-117.43886,33.911004,Arlington South,268003
Box Springs Self-Storage,6590 Box Springs Boulevard Riverside CA 92507-0724,92507-0724,Riverside,CA,,-117.292099,33.931504,Canyon Crest,268045
National Vault Storage Inc,6455 Box Springs Boulevard Riverside CA 92507-0725,92507-0725,Riverside,CA,,-117.293936,33.93407,Canyon Crest,268045
Storage Usa,21201 Box Springs Road Moreno Valley CA 92557-8702,92557-8702,Moreno Valley,CA,68471,-117.293309,33.9466,Canyon Crest,268045
Extra Space Storage,21201 Box Springs Rd Moreno Valley CA 92557,92557,Moreno Valley,CA,68471,-117.292736,33.945796,Canyon Crest,268045
U-Store-It Mount Baldy Drive,2020 Mount Baldy Drive Riverside CA 92508,92508,Riverside,CA,63508,-117.295895,33.919605,Canyon Crest,268045
Extra Space Storage,21201 Box Springs Rd Moreno Valley CA 92557,92557,Moreno Valley,CA,68471,-117.293319,33.946426,Canyon Crest,268045
Box Springs Self-Storage,6590 Box Springs Boulevard Riverside CA 92507-0724,92507-0724,Riverside,CA,,-117.292099,33.931504,Canyon Springs,273128
National Vault Storage Inc,6455 Box Springs Boulevard Riverside CA 92507-0725,92507-0725,Riverside,CA,,-117.293936,33.93407,Canyon Springs,273128
Extra Space Storage,21201 Box Springs Rd Moreno Valley CA 92557,92557,Moreno Valley,CA,68471,-117.292736,33.945796,Canyon Springs,273128
U-Store-It Mount Baldy Drive,2020 Mount Baldy Drive Riverside CA 92508,92508,Riverside,CA,63508,-117.295895,33.919605,Canyon Springs,273128
Riverside Self Service Storage,485 W La Cadena Drive Riverside CA 92501-1212,92501-1212,Riverside,CA,65161,-117.344553,34.012811,Hunter Industrial Park,268216
Burgess Moving & Storage Co,1625 Iowa Avenue Riverside CA 92507-2402,92507-2402,Riverside,CA,,-117.339799,33.997293,Hunter Industrial Park,268216
Allsafe Freeway Storage,1807 Columbia Ave Riverside CA 92507,92507,Riverside,CA,64141,-117.349484,34.001979,Hunter Industrial Park,268216
Country Club Self Storage,749 Main St Riverside CA 92501,92501,Riverside,CA,64144,-117.364108,34.013079,Hunter Industrial Park,268216
AAA Mini-Storage Of Riverside,1385 West Blaine Street Ofc Riverside CA 92507-7603,92507-7603,Riverside,CA,,-117.341444,33.983,Hunter Industrial Park,268216
Riverside Extra Storage,2680 East La Cadena Drive Riverside CA 92507-2642,92507-2642,Riverside,CA,,-117.360486,33.989014,Hunter Industrial Park,268216
Burgess Moving & Storage,3300 Russell Street Riverside CA 92501-2253,92501-2253,Riverside,CA,,-117.360601,33.992702,Hunter Industrial Park,268216
Leave It - Lock It Self Storage,1825 Service Ct Riverside CA 92507,92507,Riverside,CA,64142,-117.351031,33.991574,Hunter Industrial Park,268216
A-Storage Place,4188 Pierce Street Riverside CA 92505-4805,92505-4805,Riverside,CA,,-117.497166,33.902534,La Sierra,116035
The Storage Place,12172 Severn Way Riverside CA 92503-4811,92503-4811,Riverside,CA,,-117.500215,33.896119,La Sierra,116035
Tyler Self Storage,10335 Indiana Avenue Riverside CA 92503-5229,92503-5229,Riverside,CA,,-117.456158,33.904226,La Sierra,116035
Aim All Storage Management Co,10590 Magnolia Avenue Riverside CA 92505-1813,92505-1813,Riverside,CA,,-117.467207,33.908406,La Sierra,116035
A-Storage Place,4188 Pierce Street Riverside CA 92505-4805,92505-4805,Riverside,CA,,-117.497166,33.902534,La Sierra South,268242
Corona Self Storage,12530 Magnolia Ave Riverside CA 92879,92879,Riverside,CA,37031,-117.502616,33.888263,La Sierra South,268242
StorQuest Self Storage Corona East,12530 Magnolia Avenue Riverside CA 92503-4714,92503-4714,Riverside,CA,37031,-117.502671,33.888318,La Sierra South,268242
The Storage Place,12172 Severn Way Riverside CA 92503-4811,92503-4811,Riverside,CA,,-117.500215,33.896119,La Sierra South,268242
StorQuest RV/Boat and Self Storage - Riverside,12530 Magnolia Ave Riverside CA 92503,92503,Riverside,CA,37031,-117.502762,33.888085,La Sierra South,268242
Tyler Self Storage,10335 Indiana Avenue Riverside CA 92503-5229,92503-5229,Riverside,CA,,-117.456158,33.904226,La Sierra South,268242
Riverside Self Service Storage,7200 Indiana Avenue Riverside CA 92504-4544,92504-4544,Riverside,CA,65246,-117.398739,33.93833,Magnolia Center,268273
Mary Street Self Storage,3248 Mary St Riverside CA 92506-4237,92506-4237,Riverside,CA,,-117.392302,33.940377,Magnolia Center,268273
Mission Grove Self Storage,7862 Mission Grove Parkway South Riverside CA 92508-6000,92508-6000,Riverside,CA,,-117.325099,33.9088,Mission Grove,268308
Mission Village Private Storage,8131 Lindbergh Drive Riverside CA 92508-8112,92508-8112,Riverside,CA,,-117.325302,33.907397,Mission Grove,268308
Inland Cold Storage,2356 Fleetwood Drive Riverside CA 92509-2409,92509-2409,Riverside,CA,,-117.378204,34.0139,Northside,268353
U.Store.It,4011 Fairgrounds Street Riverside CA 92501,92501,Riverside,CA,63282,-117.36935,33.998651,Northside,268353
Allsafe Freeway Storage,1807 Columbia Ave Riverside CA 92507,92507,Riverside,CA,64141,-117.349484,34.001979,Northside,268353
Country Club Self Storage,749 Main St Riverside CA 92501,92501,Riverside,CA,64144,-117.364108,34.013079,Northside,268353
U-Store-It Fairgrounds Street,4011 Fairgrounds Street Riverside CA 92501,92501,Riverside,CA,63282,-117.370105,33.999331,Northside,268353
Orangecrest Self Storage,18601 Van Buren Boulevard Riverside CA 92508-9116,92508-9116,Riverside,CA,70118,-117.338869,33.8871,Orangecrest,268379
Statewide Self Storage,18671 Van Buren Blvd Riverside CA 92508,92508,Riverside,CA,64137,-117.337267,33.88712,Orangecrest,268379
National Vault Storage Inc,6455 Box Springs Boulevard Riverside CA 92507-0725,92507-0725,Riverside,CA,,-117.293936,33.93407,Sycamore Canyon Park,275654
Storage Usa,21201 Box Springs Road Moreno Valley CA 92557-8702,92557-8702,Moreno Valley,CA,68471,-117.293309,33.9466,Sycamore Canyon Park,275654
Extra Space Storage,21201 Box Springs Rd Moreno Valley CA 92557,92557,Moreno Valley,CA,68471,-117.292736,33.945796,Sycamore Canyon Park,275654
U-Store-It Mount Baldy Drive,2020 Mount Baldy Drive Riverside CA 92508,92508,Riverside,CA,63508,-117.295895,33.919605,Sycamore Canyon Park,275654
Extra Space Storage,21201 Box Springs Rd Moreno Valley CA 92557,92557,Moreno Valley,CA,68471,-117.293319,33.946426,Sycamore Canyon Park,275654
AAA Mini-Storage Of Riverside,1385 West Blaine Street Ofc Riverside CA 92507-7603,92507-7603,Riverside,CA,,-117.341444,33.983,University,268537
Mary Street Self Storage,3248 Mary St Riverside CA 92506-4237,92506-4237,Riverside,CA,,-117.392302,33.940377,Victoria,275861
Executive Mini Storage,6340 Freeport Boulevard Sacramento CA 95822-5917,95822-5917,Sacramento,CA,,-121.502281,38.511275,Airport,272729
National Self Storage,775 N 16th St Sacramento CA 95814-0522,95814-0522,Sacramento,CA,,-121.478547,38.593478,American River Parkway,267998
National Self Storage,660 Garden Hwy Sacramento CA 95833-3430,95833-3430,Sacramento,CA,63632,-121.488946,38.608356,American River Parkway,267998
U.Store.It,775 N 16th St Sacramento CA 95811,95811,Sacramento,CA,63226,-121.478557,38.593486,American River Parkway,267998
National Self Storage-Sacramento(SAC7),660 Garden Hwy Sacramento CA 95833,95833,Sacramento,CA,63632,-121.476801,38.606173,American River Parkway,267998
River District Indoor RV Storage,849 N 10th St Sacramento CA 95811,95811,Sacramento,CA,28262,-121.485066,38.59926,American River Parkway,267998
U-Store-It North 16th Street,775 North 16th Street Sacramento CA 95811,95811,Sacramento,CA,63226,-121.477904,38.593962,American River Parkway,267998
A-Allstar Self Storage,8599 Folsom Boulevard Sacramento CA 95826-3707,95826-3707,Sacramento,CA,,-121.385052,38.548987,College Glen,273307
Folsom Blvd Self Storage,8671 Folsom Boulevard Sacramento CA 95826-3708,95826-3708,Sacramento,CA,,-121.382543,38.549821,College Glen,273307
Folsom Blvd Self Storage,8671 Folsom Blvd Sacramento CA 95826,95826,Sacramento,CA,64530,-121.383012,38.550638,College Glen,273307
Extra Space Storage,5051 Perry Ave Sacramento CA 95820,95820,Sacramento,CA,68551,-121.447512,38.531806,Colonial Heights,268085
Extra Space Storage,5051 Perry Ave Sacramento CA 95820,95820,Sacramento,CA,68551,-121.447421,38.5315,Colonial Heights,268085
Big Oaks Mini Storage,2501 Harris Avenue Sacramento CA 95838-3128,95838-3128,Sacramento,CA,,-121.409187,38.6381,Del Paso Park,268108
Folsom Blvd Self Storage,4203 Industry Drive Sacramento CA 95821-7101,95821-7101,Sacramento,CA,,-121.387896,38.643515,Del Paso Park,268108
American Self Storage - North Highlands,4250 Roseville Rd North Highlands CA 95660,95660,North Highlands,CA,65257,-121.398197,38.643142,Del Paso Park,268108
National Self Storage,775 N 16th St Sacramento CA 95814-0522,95814-0522,Sacramento,CA,,-121.478547,38.593478,Dos Rios Triangle,268113
U.Store.It,775 N 16th St Sacramento CA 95811,95811,Sacramento,CA,63226,-121.478557,38.593486,Dos Rios Triangle,268113
Big Oaks Mini Storage,2501 Harris Avenue Sacramento CA 95838-3128,95838-3128,Sacramento,CA,,-121.409187,38.6381,East Del Paso Heights,268122
Mini Storage Stable,11280 Coloma Road Sacramento CA 95814,95814,Sacramento,CA,,-121.441255,38.571272,East Sacramento,268126
Affordable Moving And Storage,405 30th Street Sacramento CA 95816-3302,95816-3302,Sacramento,CA,,-121.463726,38.579645,East Sacramento,268126
Extra Space Storage,3000 B St Sacramento CA 95816,95816,Sacramento,CA,68571,-121.463619,38.582251,East Sacramento,268126
Extra Space Storage,3000 B St Sacramento CA 95816,95816,Sacramento,CA,68571,-121.461339,38.581329,East Sacramento,268126
Container Usa Inc,8850 Elder Creek Road Sacramento CA 95828-1805,95828-1805,Sacramento,CA,,-121.374767,38.5107,Florin Fruitridge Industrial Park,273741
Continental Warehouse of Sacramento,8760 Younger Creek Drive Sacramento CA 95828-1022,95828-1022,Sacramento,CA,,-121.382191,38.51281,Florin Fruitridge Industrial Park,273741
Hydra Trucking & Warehousing,8670 Younger Creek Drive Sacramento CA 95828-1043,95828-1043,Sacramento,CA,,-121.380043,38.517506,Florin Fruitridge Industrial Park,273741
Colonial Van & Storage,5901 88th Stockton CA 95202,95202,Stockton,CA,,-121.374881,38.518652,Florin Fruitridge Industrial Park,273741
Tiger Self Storage,8940 Alder Avenue Sacramento CA 95828-1127,95828-1127,Sacramento,CA,,-121.370203,38.5192,Florin Fruitridge Industrial Park,273741
Executive Mini Storage,6340 Freeport Boulevard Sacramento CA 95822-5917,95822-5917,Sacramento,CA,,-121.502281,38.511275,Freeport Manor,268166
Tiger Self Storage,5443 Stockton Boulevard Sacramento CA 95820-5413,95820-5413,Sacramento,CA,,-121.443185,38.526282,Fruitridge Manor,115216
Nrc Enviromental Services Inc,3500 Estudillo Street San Diego CA 92110-2005,92110-2005,San Diego,CA,,-117.188599,32.7425,Midtown District,274527
Atlas Transfer & Storage Co,1920 Hancock Street San Diego CA 92110-2000,92110-2000,San Diego,CA,,-117.186821,32.743603,Midtown District,274527
A-1 Self Storage,2235 Pacific Highway San Diego CA 92101-1744,92101-1744,San Diego,CA,69383,-117.172521,32.72692,Midtown District,274527
Storage Usa,3883 Sherman Street San Diego CA 92110-4310,92110-4310,San Diego,CA,68504,-117.206802,32.756363,Midtown District,274527
Storage Etc,2150 Hancock St San Diego CA 92110-2011,92110-2011,San Diego,CA,64408,-117.190113,32.745162,Midtown District,274527
Extra Space Storage,3883 Sherman St San Diego CA 92110,92110,San Diego,CA,68504,-117.205783,32.756789,Midtown District,274527
